Nombre;Latitud;Longitud;Dependencia;Region;Comuna;Ruralidad;Matricula_Total
Colegio Nuestra Senora De La Merced;-33,68708518;-71,21631018;Part. Subvencionado;RM;Melipilla;Urbano;332
Escuela Basica Tacora;-33,60972041;-70,57060307;Part. Subvencionado;RM;Puente Alto;Urbano;86
Esc. Bas. Part. Albert Schwitzer La Florida;-33,56373913;-70,57607077;Part. Subvencionado;RM;La Florida;Urbano;75
Centro Educacional De Adultos;-33,41535;-70,74167;Part. Subvencionado;RM;Cerro Navia;Urbano;241
Centro Educacional Fundacion Paula Jaraquemad;-33,47391703;-70,53573365;Part. Subvencionado;RM;Peñalolén;Urbano;445
Esc.Part.Alvaro Covarrubias Arlegui;-33,40300903;-70,65849407;Part. Subvencionado;RM;Independencia;Urbano;99
Esc.Especial Particular Palabras Magicas;-33,517124;-70,77879;Part. Subvencionado;RM;Maipú;Urbano;95
Colegio Poliv. Siembra;-33,62489622;-70,60836926;Part. Subvencionado;RM;Puente Alto;Urbano;399
Esc De Parvulos Part.Ejercito De Salvacion;-33,568546;-70,66665;Part. Subvencionado;RM;El Bosque;Urbano;27
Esc. Esp.Nuestra  Senora De San Geronimo;-33,522978;-70,763967;Part. Subvencionado;RM;Maipú;Urbano;298
Escuela Esp. Part. El Monte;-33,68061;-70,98122;Part. Subvencionado;RM;El Monte;Urbano;89
Colegio Jorge Huneeus Zegers;-33,56434917;-70,63014486;Part. Subvencionado;RM;La Pintana;Urbano;2958
Escuela Especial Particular Arca De Noe;-33,376976;-70,66425;Part. Subvencionado;RM;Conchalí;Urbano;77
Colegio El Redentor;-33,5016538;-70,75177518;Part. Subvencionado;RM;Maipú;Urbano;273
Colegio Tecnico Profesional Nocedal;-33,59528521;-70,61507686;Part. Subvencionado;RM;La Pintana;Urbano;923
Esc. Especial Planeta De Los Niños;-33,583103;-70,62709;Part. Subvencionado;RM;La Pintana;Urbano;196
Escuela Intercultural Kallfü Mapu;-33,46736311;-70,61973321;Municipal;RM;Ñuñoa;Urbano;345
Escuela Basica Particular Horizonte 11;-33,41676806;-70,74526117;Part. Subvencionado;RM;Cerro Navia;Urbano;343
Esc.Parvulos Renacer Alborada;-33,45653;-70,759125;Part. Subvencionado;RM;Pudahuel;Urbano;45
Colegio Bicentenario De Santa Maria De El Monte;-33,67349373;-70,99268689;Part. Subvencionado;RM;El Monte;Rural;574
Colegio San Felipe;-33,4625976;-70,7375492;Part. Subvencionado;RM;Pudahuel;Urbano;430
Esc.Trastornos De La Educacion Aurora;-33,516937;-70,584785;Part. Subvencionado;RM;La Florida;Urbano;77
Escuela Bas. Nuestra Senora Maria Inmaculada;-33,55478472;-70,6757039;Part. Subvencionado;RM;El Bosque;Urbano;1452
Colegio Part.Politecnico Eyzaguirre;-33,61620352;-70,60882903;Part. Subvencionado;RM;Puente Alto;Urbano;1873
Escuela Especial Part.Ana Cruchaga T.;-33,626183;-70,60862;Part. Subvencionado;RM;Puente Alto;Urbano;220
Escuela Andes Del Sur;-33,56706319;-70,56521786;Municipal;RM;Puente Alto;Urbano;473
Complejo Educ. Luis Pasteur, Anexo;-33,56555219;-70,80379269;Part. Subvencionado;RM;Padre Hurtado;Urbano;358
Colegio San Fernando De Puente Alto;-33,62338011;-70,57767189;Part. Subvencionado;RM;Puente Alto;Urbano;310
Escuela Santa Maria De Penalolen;-33,4803863;-70,57207741;Municipal;RM;Peñalolén;Urbano;443
Escuela Profesora Maria Luisa Sepulveda;-33,36528526;-70,7538659;Serv. Local Educacion;RM;Quilicura;Urbano;503
Escuela Basica Padre Alberto Hurtado;-33,5919615;-70,60215633;Municipal;RM;Puente Alto;Urbano;560
Esc. Bas.San Agustin De Cerrillos;-33,50110781;-70,7221557;Part. Subvencionado;RM;Cerrillos;Urbano;223
Liceo Valle De Lluta;-33,58448464;-70,66789661;Serv. Local Educacion;RM;San Bernardo;Urbano;616
Colegio Part.San Sebastian De Melipilla;-33,68112255;-71,194218;Part. Subvencionado;RM;Melipilla;Urbano;1223
Centro De Educacion Paula Jaraquemada;-33,55182479;-70,64480909;Part. Subvencionado;RM;San Ramón;Urbano;423
Centro De Lenguaje Marcela Paz;-33,407925;-70,66107;Part. Subvencionado;RM;Independencia;Urbano;212
Esc. Bas. Patr. Willins Hoover Kurt;-33,52624222;-70,66823874;Part. Subvencionado;RM;La Cisterna;Urbano;343
Escuela Especial Particular Millantu;-33,606865;-70,897934;Part. Subvencionado;RM;Peñaflor;Urbano;0
Colegio Poliv. Francisco De Villagra;-33,60772047;-70,86602428;Part. Subvencionado;RM;Peñaflor;Urbano;919
Colegio Poliv. Nueva Nazaret;-33,58343715;-70,61534247;Part. Subvencionado;RM;La Pintana;Urbano;691
Centro Educ. Diego De Almagro;-33,4843593;-70,56380336;Part. Subvencionado;RM;Peñalolén;Urbano;866
Ctro. Estimulac. Del Lenguaje Celqui;-33,362988;-70,75098;Part. Subvencionado;RM;Quilicura;Urbano;11
Escuela Especial Part. Voces;-33,441788;-70,762886;Part. Subvencionado;RM;Pudahuel;Urbano;102
Colegio Polivalente Sembrador;-33,20448223;-70,67253519;Part. Subvencionado;RM;Colina;Urbano;1135
Escuela Basica Part. Las Pleyades;-33,53580711;-70,59708583;Part. Subvencionado;RM;La Florida;Urbano;170
Escuela Especial Particular  Aumen;-33,434437;-70,70372;Part. Subvencionado;RM;Quinta Normal;Urbano;97
Colegio Jose M.Balmaceda De Melipilla;-33,68046191;-71,19277794;Part. Subvencionado;RM;Melipilla;Urbano;450
Esc. Bas.Part.Francisco De Aguirre;-33,57296094;-70,8172816;Part. Subvencionado;RM;Padre Hurtado;Urbano;875
Colegio Maria Elena;-33,56265722;-70,6037402;Municipal;RM;La Florida;Urbano;480
Escuela Basica Los Bosquinos;-33,52949773;-70,77341876;Serv. Local Educacion;RM;Maipú;Urbano;978
Escuela Volcan San Jose;-33,62703464;-70,61655961;Municipal;RM;Puente Alto;Urbano;524
Centro Profes..De Estimulos De Lenguaje;-33,51904;-70,774864;Part. Subvencionado;RM;Maipú;Urbano;30
Escuela Antilhue De Pudahuel;-33,46502134;-70,74272273;Serv. Local Educacion;RM;Pudahuel;Urbano;797
Colegio Particular San Mateo;-33,58090144;-70,55939325;Part. Subvencionado;RM;Puente Alto;Urbano;652
Centro Educacional Larun Rayun;-33,57507934;-70,55670692;Part. Subvencionado;RM;Puente Alto;Urbano;834
Colegio Polivalente Raulí;-33,61452163;-70,5930196;Part. Subvencionado;RM;Puente Alto;Urbano;520
Escuela Básica N°993 Antonio Borquez Solar Anexo;-33,5902981;-70,60655126;Part. Subvencionado;RM;Puente Alto;Urbano;91
Colegio Navarra;-33,58368843;-70,55397529;Part. Subvencionado;RM;Puente Alto;Urbano;748
Liceo Jose Abelardo Nunez Nº5;-33,56080415;-70,54525525;Part. Subvencionado;RM;Puente Alto;Urbano;869
Santa Maria Del Pilar De La Florida;-33,56606349;-70,58835094;Part. Subvencionado;RM;La Florida;Urbano;0
Esc.Esp.Trat.De La Comunicion Eden;-33,52471991;-70,65555024;Part. Subvencionado;RM;La Cisterna;Urbano;55
Escuela Part.Comandante Carlos Condell;-33,59813583;-70,6784637;Serv. Local Educacion;RM;San Bernardo;Urbano;408
Escuela Especial Part.Jesus Nazareno;-33,442406;-70,7595;Part. Subvencionado;RM;Pudahuel;Urbano;127
Escuela Especial Particular Antai;-33,728905;-70,743;Part. Subvencionado;RM;Buin;Urbano;99
Colegio Bicentenario Aprender;-33,5570849;-70,61783664;Part. Subvencionado;RM;La Pintana;Urbano;878
Escuela Rudolf Deck Werth;-33,60756585;-70,56217946;Part. Subvencionado;RM;Puente Alto;Urbano;461
Centro Educacional Renca;-33,40206808;-70,72863372;Part. Subvencionado;RM;Renca;Urbano;126
Colegio Nobel;-33,55579211;-70,58792609;Part. Subvencionado;RM;La Florida;Urbano;150
Liceo Los Jazmines;-33,68546279;-71,23090407;Municipal;RM;Melipilla;Urbano;1156
Esc. Basica Boston College Maipu;-33,46718282;-70,75342606;Part. Subvencionado;RM;Maipú;Urbano;2501
Escuela Especial Particular Palomar;-33,43407;-70,71735;Part. Subvencionado;RM;Quinta Normal;Urbano;120
Colegio Part.San Esteban De Las Viscacha;-33,61024702;-70,5481025;Part. Subvencionado;RM;Puente Alto;Urbano;472
Colegio Particular Las Acacias De Melipilla;-33,70635868;-71,21936792;Part. Subvencionado;RM;Melipilla;Urbano;125
Esc. Bas. Ejercito De Salvacion;-33,43821195;-70,7616087;Part. Subvencionado;RM;Pudahuel;Urbano;216
Colegio Coronel Eleuterio Ramirez Molina;-33,45951912;-70,53472447;Part. Subvencionado;RM;La Reina;Urbano;1393
Esc. Espec. Campanita De La Granja;-33,55529;-70,62369;Part. Subvencionado;RM;La Granja;Urbano;160
Escuela Especial Par. Celqui;-33,36708;-70,71495;Part. Subvencionado;RM;Quilicura;Urbano;126
Escuela Part. Pehuen;-33,50362445;-70,75312962;Part. Subvencionado;RM;Maipú;Urbano;145
Esc. Basica Part.Iberoamericano;-33,58304726;-70,62742742;Part. Subvencionado;RM;La Pintana;Urbano;1215
Escuela Especial Particular Pipan;-33,484547;-70,652214;Part. Subvencionado;RM;San Miguel;Urbano;73
T Y C Special School;-33,36882;-70,736336;Part. Subvencionado;RM;Quilicura;Urbano;249
Esc.De Trast.Prim. De La Com.Chacabuco;-33,210346;-70,67406;Part. Subvencionado;RM;Colina;Urbano;117
Escuela Especial Particular Genesis;-33,499943;-70,6882;Part. Subvencionado;RM;Pedro Aguirre Cerda;Urbano;156
Colegio San Antonio De Colina;-33,18816002;-70,66070278;Part. Subvencionado;RM;Colina;Urbano;1887
Escuela De Parvulos Aladdin;-33,392532;-70,63436;Part. Subvencionado;RM;Recoleta;Urbano;62
Escuela Basica Saint Francis College;-33,50583769;-70,76802877;Part. Subvencionado;RM;Maipú;Urbano;155
Esc Esp Nº 1637 Magdalena Avalos Cruz Aspaut;-33,480167;-70,64788;Part. Subvencionado;RM;San Miguel;Urbano;128
Escuela Part. Master School De Lampa;-33,23564788;-70,81049832;Part. Subvencionado;RM;Lampa;Urbano;680
Complejo Educacional San Alfonso;-33,6162195;-70,6089533;Part. Subvencionado;RM;Puente Alto;Urbano;277
Colegio Albert Einstein;-33,4063;-70,6462;Part. Subvencionado;RM;Recoleta;Urbano;408
Escuela Especial Particular Antiray;-33,812134;-70,73164;Part. Subvencionado;RM;Paine;Urbano;79
Colegio Particular Nueva Era Siglo Xxi;-33,54940205;-70,56727545;Part. Subvencionado;RM;La Florida;Urbano;1438
Escuela Especial Particular Luna Nueva;-33,530514;-70,61026;Part. Subvencionado;RM;La Granja;Urbano;93
Esc. Particular Alfarero;-33,53108383;-70,77670525;Part. Subvencionado;RM;Maipú;Urbano;367
Esc. Bas. Particular 1650 Miravalle;-33,47988578;-70,52837241;Part. Subvencionado;RM;Peñalolén;Urbano;771
Escuela De Parvulos Pulgarcito;-33,55279;-70,668;Part. Subvencionado;RM;El Bosque;Urbano;36
Colegio Victoriano;-33,51186317;-70,77128374;Part. Subvencionado;RM;Maipú;Urbano;350
Esc. Particular Rain - Bow;-33,58871527;-70,60365197;Part. Subvencionado;RM;Puente Alto;Urbano;259
Colegio Part. Los Olmos De Pte. Alto;-33,60139619;-70,5857544;Part. Subvencionado;RM;Puente Alto;Urbano;902
Centro Educ. Principado De Asturias;-33,58224099;-70,58166552;Part. Subvencionado;RM;Puente Alto;Urbano;468
Esc. Basica Municipal Risopatron;-33,49051853;-70,68838224;Serv. Local Educacion;RM;Pedro Aguirre Cerda;Urbano;226
Esc.Especial Nuestra Sra.Del Pilar;-33,50538;-70,75438;Part. Subvencionado;RM;Maipú;Urbano;65
Liceo Alcalde Jorge Indo;-33,36518478;-70,70551471;Serv. Local Educacion;RM;Quilicura;Urbano;241
Colegio Particular Ozanam;-33,42900853;-70,6761622;Part. Subvencionado;RM;Santiago;Urbano;1029
Colegio Munic.  San Sebastian De Rinconada;-33,50871344;-70,79543767;Serv. Local Educacion;RM;Maipú;Urbano;405
Escuela Especial Particular N_ 1666 Sandeli;-33,48072;-70,586555;Part. Subvencionado;RM;Macul;Urbano;112
Escuela Básica Y Especial N°90 Amanecer;-33,57670014;-70,81392447;Part. Subvencionado;RM;Padre Hurtado;Urbano;560
Escuela Basica Futuro Las Mercedes;-33,77876091;-70,89529337;Municipal;RM;Isla De Maipo;Rural;153
Esc. Especial Hernan Larrain Pero;-33,58372;-70,61489;Part. Subvencionado;RM;La Pintana;Urbano;89
